,run,sample,assembler,reference,LSA,breadth_of_coverage,multiplicity,validity,parsimony,identity,lowest_identity,L90,contigs,NA50,NG50,basepairs,Ns,misassembled contigs,misassembly events,distribution,type,algorythm
1761,run2,LNN,SPAdes,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1762,run2,LNN,Unicycler,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1763,run2,LNN,VelvetOptimiser,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1764,run2,LNN,ABySS,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1766,run2,LNN,GATBMiniaPipeline,Escherichia_coli,0.000250764148658863,0.0009100954918271872,1.0,0.9904087691253711,1.0096841134424717,0.9901036757775683,0.9604147031102733,0.0,4.0,1088.0,0.0,4337.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1767,run2,LNN,IDBA-UD,Escherichia_coli,0.000250764148658863,0.0013769994506271622,1.0,0.17750486907595758,5.633648277964036,0.8363605601031613,0.007856488149797041,0.0,7.0,30548.0,0.0,6562.0,0.0,1.0,1.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1768,run2,LNN,MEGAHIT,Escherichia_coli,0.0009520643870002186,0.0028054107978412878,0.9935672077193507,0.9936415320167564,0.9999252000897599,0.9862787942154458,0.9589442815249267,0.0,9.0,1224.0,0.0,13369.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1769,run2,LNN,MetaHipMer2,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1770,run2,LNN,metaSPAdes,Escherichia_coli,0.00025684963845895256,0.001615382775209981,1.0,0.9945736434108527,1.005455962587685,0.9943449575871819,0.9604147031102733,0.0,7.0,1088.0,0.0,7698.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1771,run2,LNN,MINIA,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1772,run2,LNN,SKESA,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1773,run2,LNN,SPAdes,Escherichia_coli,0.00025684963845895256,0.0022789110078956084,1.0,0.9809411977237829,1.0194290976058933,0.9763330487872512,0.8726968174204355,0.0,10.0,1094.0,0.0,10860.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1774,run2,LNN,Unicycler,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1775,run2,LNN,VelvetOptimiser,Escherichia_coli,0.0007128416845139393,0.0073277690972112924,1.0257445589919816,0.9142631068456787,1.1219358533791524,0.7781749602549063,0.47983310152990266,0.0,29.0,1297.0,0.0,34920.0,6970.0,3.0,6.0,Log,Genomic,Multiple k-mer De Bruijn graph
1776,run2,LNN,ABySS,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1778,run2,LNN,GATBMiniaPipeline,Lactobacillus_fermentum,0.0012097622830234925,0.0020348149116191237,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2305.0,0.0,3877.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1779,run2,LNN,IDBA-UD,Lactobacillus_fermentum,0.0012097622830234925,0.0020348149116191237,1.0,0.9994844031967002,1.0005158627805004,0.9995665366276549,0.99913307325531,0.0,2.0,2307.0,0.0,3877.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1780,run2,LNN,MEGAHIT,Lactobacillus_fermentum,0.0012097622830234925,0.002194891916531126,1.0,0.992406264831514,1.0076518412242945,0.9931536157466838,0.9863072314933675,0.0,2.0,2337.0,0.0,4182.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1781,run2,LNN,MetaHipMer2,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1782,run2,LNN,metaSPAdes,Lactobacillus_fermentum,0.0012097622830234925,0.003547936240016837,1.0,0.9952885747938751,1.004733727810651,0.9965768078733419,0.9863072314933675,0.0,4.0,1877.0,0.0,6760.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1783,run2,LNN,MINIA,Lactobacillus_fermentum,0.0007956614408085096,0.001431245876705017,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1516.0,0.0,2727.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1784,run2,LNN,SKESA,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1785,run2,LNN,SPAdes,Lactobacillus_fermentum,0.0012097622830234925,0.002805808748392013,1.0,0.9966442953020134,1.0033670033670035,0.9974171330176497,0.9922513990529488,0.0,3.0,1808.0,0.0,5346.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1786,run2,LNN,Unicycler,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1787,run2,LNN,VelvetOptimiser,Lactobacillus_fermentum,0.0012097622830234925,0.0035426878136262793,1.0322962962962963,0.9286951885912301,1.1115555555555556,0.8582922770251034,0.6428966279712548,0.0,4.0,1844.0,0.0,6750.0,863.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1788,run2,LNN,ABySS,Listeria_monocytogenes,0.24421606888517422,0.9898303736671811,1.0003247903127406,1.0,1.0003247903127406,0.9999910126443108,0.9998831643760393,8.0,13.0,351511.0,351511.0,2961911.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1790,run2,LNN,GATBMiniaPipeline,Listeria_monocytogenes,0.2112776547600508,0.9862839875923274,1.000010165015473,1.0,1.000010165015473,1.0,1.0,10.0,18.0,351149.0,351149.0,2951299.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1791,run2,LNN,IDBA-UD,Listeria_monocytogenes,0.19577207418136028,0.9866987129144997,0.9998465727814018,1.0,0.9998465727814018,0.9997760595783503,0.9951456310679612,11.0,23.0,254555.0,254555.0,2952540.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1792,run2,LNN,MEGAHIT,Listeria_monocytogenes,0.361235447017754,0.9898494222919706,0.9997251827163561,0.9999871673299131,0.9997380120244378,0.9997207248740371,0.9973640856672158,7.0,17.0,543128.0,543128.0,2961968.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1793,run2,LNN,MetaHipMer2,Listeria_monocytogenes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1794,run2,LNN,metaSPAdes,Listeria_monocytogenes,0.21125058566166569,0.9893912527378221,1.0000533676147074,1.0,1.0000533676147074,0.999515988802401,0.9964047252182845,8.0,16.0,351104.0,351104.0,2960597.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1795,run2,LNN,MINIA,Listeria_monocytogenes,0.054075369727123436,0.9773675602588207,1.0003655178214728,1.0,1.0003655178214728,0.9999332591768633,0.9941935483870967,49.0,87.0,64777.0,64473.0,2924618.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1796,run2,LNN,SKESA,Listeria_monocytogenes,0.019807896289929426,0.9557640804426767,1.0000003496536505,1.0,1.0000003496536505,0.99999808001536,0.9993798449612403,232.0,323.0,14061.0,13581.0,2859973.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1797,run2,LNN,SPAdes,Listeria_monocytogenes,0.21141934979357305,0.9872658272349886,1.0,1.0,1.0,1.0,1.0,8.0,13.0,351104.0,351104.0,2954237.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1798,run2,LNN,Unicycler,Listeria_monocytogenes,0.2434160266440133,0.986541645306586,0.9999939025836109,1.0,0.9999939025836109,1.0,1.0,7.0,15.0,350999.0,350999.0,2952070.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1799,run2,LNN,VelvetOptimiser,Listeria_monocytogenes,0.11732582706121159,0.977525630425934,1.000170251113555,1.0,1.000170251113555,1.0,1.0,33.0,60.0,96259.0,96259.0,2925091.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1800,run2,LNN,ABySS,Pseudomonas_aeruginosa,0.12533460535633575,0.9984210131133204,1.0098762756014248,0.9999415971599867,1.0099352586887618,0.9999038219096268,0.9983859200052172,25.0,58.0,245341.0,245341.0,6781605.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1802,run2,LNN,GATBMiniaPipeline,Pseudomonas_aeruginosa,0.0685258225086237,0.9887690969078358,1.0005507704979983,1.0,1.0005507704979983,1.0,1.0,36.0,99.0,211558.0,211019.0,6716046.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1803,run2,LNN,IDBA-UD,Pseudomonas_aeruginosa,0.05014774017163477,0.9864408825837379,1.0006056506700067,1.0,1.0006056506700067,0.9992892025655031,0.9665354330708661,53.0,126.0,135162.0,127716.0,6700232.0,0.0,1.0,1.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1804,run2,LNN,MEGAHIT,Pseudomonas_aeruginosa,0.06899944496218528,0.9907059874888293,1.000485644508814,1.0,1.000485644508814,0.9998437034389992,0.9895366218236173,29.0,81.0,239309.0,239309.0,6729202.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1805,run2,LNN,MetaHipMer2,Pseudomonas_aeruginosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1806,run2,LNN,metaSPAdes,Pseudomonas_aeruginosa,0.125155727121621,0.990797414142128,1.0002072862837552,1.0,1.0002072862837552,0.9999015127239218,0.9983681462140992,24.0,57.0,257868.0,257868.0,6729823.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1807,run2,LNN,MINIA,Pseudomonas_aeruginosa,0.024077599292142756,0.9605128137178258,1.0008730679386646,1.0,1.0008730679386646,0.9999659880771253,0.9886302111532215,291.0,466.0,24665.0,24029.0,6524120.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1808,run2,LNN,SKESA,Pseudomonas_aeruginosa,0.0005859550404647596,0.2371935698059429,0.999787722278671,0.9998441967317316,0.9999435167466639,0.9998245941477911,0.9162049861495845,0.0,1124.0,1427.0,0.0,1611097.0,0.0,12.0,23.0,Log,Genomic,Multiple k-mer De Bruijn graph
1809,run2,LNN,SPAdes,Pseudomonas_aeruginosa,0.042058468890645774,0.9838688638508435,1.0003646695782373,0.9992424816528249,1.0011230386477927,0.9992399839306206,0.9356754690188154,60.0,129.0,122703.0,122703.0,6682762.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1810,run2,LNN,Unicycler,Pseudomonas_aeruginosa,0.12477809529277877,0.9874431895976785,1.0,1.0,1.0,1.0,1.0,25.0,74.0,256472.0,256472.0,6707040.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1811,run2,LNN,VelvetOptimiser,Pseudomonas_aeruginosa,0.1247869287858511,0.9863057301397311,1.0000019404971912,0.9987843424379436,1.0012190800431209,0.9968171807615489,0.9151348039215687,19.0,76.0,264843.0,339022.0,6699314.0,10999.0,6.0,11.0,Log,Genomic,Multiple k-mer De Bruijn graph
1812,run2,LNN,ABySS,Salmonella_enterica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1814,run2,LNN,GATBMiniaPipeline,Salmonella_enterica,0.0003401442009720687,0.0008330276447524721,1.0,0.9994958406856567,1.0005044136191676,0.9995887312358627,0.9987661937075879,0.0,3.0,1175.0,0.0,3965.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1815,run2,LNN,IDBA-UD,Salmonella_enterica,0.0003401442009720687,0.0007966811674404475,1.0,0.9994728518713759,1.0005274261603376,0.9995887312358627,0.9987661937075879,0.0,3.0,1171.0,0.0,3792.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1816,run2,LNN,MEGAHIT,Salmonella_enterica,0.0002998059140130587,0.0017057632907302197,1.0,0.9903635032934862,1.0097302623475797,0.9859008359313324,0.9468791500664011,0.0,7.0,1086.0,0.0,8119.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1817,run2,LNN,MetaHipMer2,Salmonella_enterica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1818,run2,LNN,metaSPAdes,Salmonella_enterica,0.0003792219164636096,0.001634961193307374,1.0002570033410434,0.9914660552795822,1.0088666152659984,0.9901842294994877,0.9527397260273973,0.0,6.0,1299.0,0.0,7782.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1819,run2,LNN,MINIA,Salmonella_enterica,0.0002758550561311465,0.0002758550561311465,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1313.0,0.0,1313.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1820,run2,LNN,SKESA,Salmonella_enterica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1821,run2,LNN,SPAdes,Salmonella_enterica,0.00036409505885398087,0.0019326661548746508,0.9997825850635939,0.9912696701875404,1.0085878899880423,0.9924466445629242,0.9553472987872106,0.0,7.0,1299.0,0.0,9199.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1822,run2,LNN,Unicycler,Salmonella_enterica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1823,run2,LNN,VelvetOptimiser,Salmonella_enterica,0.00039161753589372206,0.005613744935128891,1.0539296407185628,0.9723430702299565,1.0839071856287426,0.7828690277287093,0.4750479846449136,0.0,24.0,1132.0,0.0,26720.0,5739.0,1.0,1.0,Log,Genomic,Multiple k-mer De Bruijn graph
1824,run2,LNN,ABySS,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1826,run2,LNN,GATBMiniaPipeline,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1827,run2,LNN,IDBA-UD,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1828,run2,LNN,MEGAHIT,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1829,run2,LNN,MetaHipMer2,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1830,run2,LNN,metaSPAdes,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1831,run2,LNN,MINIA,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1832,run2,LNN,SKESA,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1833,run2,LNN,SPAdes,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1834,run2,LNN,Unicycler,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1835,run2,LNN,VelvetOptimiser,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1836,run2,LNN,ABySS,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1838,run2,LNN,GATBMiniaPipeline,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1839,run2,LNN,IDBA-UD,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1840,run2,LNN,MEGAHIT,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1841,run2,LNN,MetaHipMer2,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1842,run2,LNN,metaSPAdes,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1843,run2,LNN,MINIA,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1844,run2,LNN,SKESA,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1845,run2,LNN,SPAdes,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1846,run2,LNN,Unicycler,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1847,run2,LNN,VelvetOptimiser,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1848,run2,LNN,ABySS,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1850,run2,LNN,GATBMiniaPipeline,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1851,run2,LNN,IDBA-UD,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1852,run2,LNN,MEGAHIT,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1853,run2,LNN,MetaHipMer2,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1854,run2,LNN,metaSPAdes,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1855,run2,LNN,MINIA,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1856,run2,LNN,SKESA,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1857,run2,LNN,SPAdes,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1858,run2,LNN,Unicycler,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1859,run2,LNN,VelvetOptimiser,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1860,run2,LNN,ABySS,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1862,run2,LNN,GATBMiniaPipeline,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1863,run2,LNN,IDBA-UD,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1864,run2,LNN,MEGAHIT,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1865,run2,LNN,MetaHipMer2,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1866,run2,LNN,metaSPAdes,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1867,run2,LNN,MINIA,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1868,run2,LNN,SKESA,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1869,run2,LNN,SPAdes,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1870,run2,LNN,Unicycler,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1871,run2,LNN,VelvetOptimiser,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1872,run2,ERR2935805,ABySS,Bacillus_subtilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1874,run2,ERR2935805,GATBMiniaPipeline,Bacillus_subtilis,0.0286095503916897,0.9788591625085246,1.0063477425591165,0.9999375240714233,1.0064106189970679,0.9997408281748995,0.9760306807286673,125.0,206.0,31451.0,31451.0,3960148.0,0.0,1.0,2.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1875,run2,ERR2935805,IDBA-UD,Bacillus_subtilis,0.057949262879859166,0.982118196781404,1.0002335570665737,0.9998842686065261,1.0003493288883665,0.9990482947042856,0.9441707717569786,41.0,74.0,101732.0,101732.0,3973333.0,0.0,1.0,2.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1876,run2,ERR2935805,MEGAHIT,Bacillus_subtilis,0.18999242895564822,0.9843252439579334,0.9998084003513581,0.9995659299442563,1.0002425757019504,0.9988935986471974,0.9806072375154171,13.0,27.0,263503.0,263503.0,3982262.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
